1076,196308
1077,196196
1078,194598
1079,193795
1080,191760
1081,191520
1082,189501
1083,189720
1084,187040
1085,189057
1086,189044
1087,190046
1088,189001
1089,192764
1090,192192
1091,194029
1092,193688
1093,195836
1094,193795
1095,194256
1096,194820
1097,195160
1098,195702
1099,198702
1100,200208
1101,201492
1102,201722
1103,198950
1104,196308
1105,196196
1106,194598
1107,193795
1108,191760
1109,191520
1110,189501
1111,189720
1112,187040
1113,189057
1114,189044
1115,190046
1116,189001
1117,192764
1118,192192
1119,194029
1120,193688
1121,195836
1122,193795
1123,194256
1124,194820
1125,195160
1126,195702
1127,198702
1128,200208
1129,201492
1130,201722
1131,198950
1132,196308
1133,196196
1134,194598
1135,193795
1136,191760
1137,191520
1138,189501
1139,189720
1140,187040
1141,189057
1142,189044
1143,190046
1144,189001
1145,192764
1146,192192
1147,194029
1148,193688
1149,195836
1150,193795
1151,194256
1152,194820
1153,195160
1154,195702
1155,198702
1156,200208
1157,201492
1158,201722
1159,198950
1160,196308
1161,196196
1162,194598
1163,193795
1164,191760
1165,191520
1166,189501
1167,189720
1168,187040
1169,189057
1170,189044
1171,190046
1172,189001
1173,192764
1174,192192
1175,194029
1176,193688
1177,195836
1178,193795
1179,194256
1180,194820
1181,195160
1182,195702
1183,198702
1184,200208
1185,201492
1186,201722
1187,198950
1188,196308
1189,196196
1190,194598
1191,193795
1192,191760
1193,191520
1194,189501
1195,189720
1196,187040
1197,189057
1198,189044
1199,190046
1200,189001
1201,192764
1202,192192
1203,194029
1204,193688
1205,195836
1206,193795
1207,194256
1208,194820
1209,195160
1210,195702
1211,198702
1212,200208
1213,201492
1214,201722
1215,198950
1216,196308
1217,196196
1218,194598
1219,193795
1220,191760
1221,191520
1222,189501
1223,189720
1224,187040
1225,189057
1226,189044
1227,190046
1228,189001
1229,192764
1230,192192
1231,194029
1232,193688
1233,195836
1234,193795
1235,194256
1236,194820
1237,195160
1238,195702
1239,198702
1240,200208
1241,201492
1242,201722
1243,198950
1244,196308
1245,196196
1246,194598
1247,193795
1248,191760
1249,191520
1250,189501
1251,189720
1252,187040
1253,189057
1254,189044
1255,190046
1256,189001
1257,192764
1258,192192
1259,194029
1260,193688
1261,195836
1262,193795
1263,194256
1264,194820
1265,195160
1266,195702
1267,198702
1268,200208
1269,201492
1270,201722
1271,198950
1272,196308
1273,196196
1274,194598
1275,193795
1276,191760
1277,191520
1278,189501
1279,189720
1280,187040
1281,189057
1282,189044
1283,190046
1284,189001
1285,192764
1286,192192
1287,194029
1288,193688
1289,195836
1290,193795
1291,194256
1292,194820
1293,195160
1294,195702
1295,198702
1296,200208
1297,201492
1298,201722
1299,198950
1300,196308
1301,196196
